feature,coefficient
. for,-0.06782447939164943
the top,-0.06783739177218182
our c,-0.06784132122413951
still,-0.06784635080265944
ska ,-0.06785210458363208
at www,-0.06785628748030764
ming,-0.06788158024512635
ndl,-0.06790993831578632
send them,-0.06791826976308497
per our,-0.06792824763099156
 - r,-0.06793377636015485
 supp,-0.0679362959423221
ska,-0.06795181579178891
ctob,-0.06798888800853999
 resp,-0.06800187714456
facil,-0.06800259021366344
revenue,-0.06800708552933431
"om ,",-0.06801809648638218
"om , ",-0.06801809648638218
i find,-0.06802081146844766
31,-0.06802314094346433
changed the,-0.0680269205541433
u kn,-0.06806500796540596
inclu,-0.06808639848685552
the gas,-0.06808640109085345
ted .,-0.06809270362982066
ober ,-0.06810140373414222
eff,-0.0681030746021394
corner,-0.06810512048770685
ng o,-0.06813412866902124
 . he,-0.06814310875683426
error please,-0.06814511604107838
ole ,-0.06814749213470252
. a,-0.0681515893103257
to continue,-0.06815449237320466
friday january,-0.06817280711820362
net gas,-0.06817776081007683
safety net,-0.06817776081007683
er . ,-0.06817871577946058
 issu,-0.06819182430671586
ker,-0.06820123457940958
 . e,-0.06820387250359454
octob,-0.06821475601556712
o st,-0.06822066744288954
rates for,-0.06822267240615698
 we w,-0.06822271757911999
the resume,-0.06822413792483571
dulce,-0.06827111705593816
onne,-0.06830084487522879
experiences,-0.06830843047684956
tober,-0.06832895738566173
ctobe,-0.06832895738566173
securities and,-0.06833370642833103
acili,-0.06834075940949226
cilit,-0.06834075940949226
meter 6722,-0.06834633333761106
the kids,-0.06834840197917157
your questions,-0.06835687619859557
bet,-0.0683613032871423
back,-0.06839131360823267
al is,-0.06843832827441931
quotes,-0.06844000212530824
e ye,-0.06844189948230833
going,-0.06847245630948098
goin,-0.06847245630948098
rrow,-0.06848292597393282
as well,-0.06849472017983409
s pla,-0.06850677083566231
. fo,-0.06851071130886797
com service,-0.06851171224125495
the expedia,-0.06852868531972035
en yo,-0.06853109216885074
passenger,-0.06853691726680966
and chief,-0.06853726267602993
there will,-0.06855291867483737
 ste,-0.06858306406280673
e kn,-0.06859293033627703
loop,-0.06862369682813417
due,-0.06862679085333086
aska ,-0.06864087840125348
to reflect,-0.06864166013715774
communicating,-0.06864933725747277
juli,-0.06866554289824046
as be,-0.06867574021443412
be given,-0.0687197273620382
please advise,-0.06872785583859918
to c,-0.0687503991417173
n de,-0.06876331010705572
risk for,-0.06879235266605122
as no,-0.06879587019499891
hours a,-0.06880419940080933
s now,-0.06883107547626383
of someone,-0.06883175114424854
to me,-0.06885465977772542
 . me,-0.06889858380225602
on wi,-0.06891480688582313
d en,-0.0689167101724266
prec,-0.0689228019776518
should i,-0.06896016931985768
lue ,-0.06896026238448016
ren -,-0.06896489515594492
stock market,-0.0689674968830675
oll,-0.06897809992682084
cooperation,-0.06901489410720937
our e,-0.06903896360611649
tay,-0.06904308454568236
 just,-0.06904933423522124
appreciated,-0.06905440657330501
michael,-0.0690684648948258
vel,-0.06907228456642947
e dea,-0.0690839839769211
dde,-0.06908936483091305
buybacks,-0.06910242643558848
this month,-0.06911779617382773
 juli,-0.0691240388803217
the pipeline,-0.06912446387849895
ll let,-0.06914734557410919
few days,-0.06918178265240002
) h,-0.0691830849259092
prodigy,-0.06919380441315062
prodigy net,-0.06919380441315062
on delta,-0.06919899183075395
19 99,-0.06920380111128803
 may ,-0.06920756157844793
notified,-0.06921663558892804
palm,-0.06923588156349869
edeli,-0.06926607927813659
redel,-0.06926607927813659
mexico,-0.06927228997163055
thom,-0.06928461816505246
n ',-0.06928484718063155
existing,-0.06929481064449002
onda,-0.06930184552488287
 to c,-0.0693242071583569
ur e,-0.069361331889422
a credit,-0.06939004111663247
the consumer,-0.06939005615563495
n ' ,-0.0693995503545858
employees and,-0.06942359840406401
a call,-0.06943497649147831
new p,-0.06944927431873811
incl,-0.06945502657773499
ews,-0.06945833832061414
com the,-0.06946580126016061
committee,-0.06950165568983743
in case,-0.06950200778253397
 hou,-0.06950981435991099
fares are,-0.06951086599917601
24 th,-0.06952031603026891
everything you,-0.06952409596572108
chris,-0.06952508079959607
pooling,-0.06954671418658151
the registration,-0.06954841813695717
weekend and,-0.06954903647125454
i m,-0.06955056394487791
 did,-0.0695582361696018
aug,-0.06955997792316775
i wou,-0.06957358659134875
oot,-0.06957384982954659
 sou,-0.0696051355596523
ctu,-0.06963069384107969
equ,-0.06964863878604237
nges,-0.0696759783186804
ardi,-0.06968356798724108
remen,-0.06968797418576869
marc,-0.06969331501704146
green fee,-0.06969709107238076
 incl,-0.06970833151606928
 co,-0.06970962009376713
email was,-0.0697169990296245
u are,-0.06973394729954724
enin,-0.06973750245874942
working on,-0.06973919581835397
of his,-0.0697425634507177
 be m,-0.06975443908342491
util,-0.0697656156241167
p an,-0.06977288334410632
assistant,-0.06978766349915735
placing,-0.06979887025484487
ites ,-0.06979969376344143
eel,-0.06980139514554491
0 mmb,-0.06980431165656405
union carbide,-0.06982525534397337
george,-0.0698374726194025
rom s,-0.06988281561029813
bin,-0.069887149380576
stock option,-0.06988764388010073
order the,-0.06990030250826085
ee ,-0.0699104609234981
 goi,-0.06993661286362776
ene ,-0.06994443482842107
 opti,-0.0699449524530014
home please,-0.06996168524655595
11 am,-0.06997218016543755
approve,-0.06998801030779563
nclud,-0.06999317280587962
s a s,-0.0700114618912936
guide,-0.07001654150539402
tem ,-0.07002003938675823
rings,-0.07004421702890837
 teco,-0.07004446666571816
to come,-0.07004505851113381
what we,-0.07006036333738977
ure t,-0.07006498433294583
 uti,-0.07007122888130683
 agre,-0.0700746319517155
214,-0.07007510779002823
 goin,-0.07010288492157161
sit,-0.07011111449522346
a click,-0.07011941707132496
ween ,-0.07016575364441964
rrec,-0.07019034867843439
thank you,-0.07019639812584309
be on,-0.07020068973302741
ay .,-0.07023063748601417
advisors,-0.07024959098183538
ccoun,-0.07025345072124971
accou,-0.07025345072124971
ccou,-0.07025345072124971
ted,-0.07026137257983368
 for,-0.0702626414729788
information and,-0.07026292659222713
daren and,-0.07026518190706207
just one,-0.07026993411193354
order history,-0.07028676472215532
ders,-0.07030368141968736
the application,-0.0703148070566094
div,-0.07033813406032631
week to,-0.07034080841321648
 sw,-0.07035238803814427
explorer,-0.07035352043089314
roup ,-0.0703636737678789
 oc,-0.07037001971352615
utili,-0.0703986697790487
in with,-0.07040057941204567
rrect,-0.07041040665635555
m not,-0.07043989064991553
notify the,-0.07045166403153744
at 2,-0.0704529395794424
uctio,-0.07045896892216716
individual,-0.07048253830928274
commi,-0.07048419170205701
gust ,-0.07048619847990706
at that,-0.07049672545042386
thought it,-0.0705127834660482
ntr,-0.07053777768850894
noms and,-0.07054196481310222
you visit,-0.07054368448022977
eed t,-0.07057959990176556
list is,-0.07058144821747231
tips,-0.0705957806552308
rch,-0.07061998518456052
n cor,-0.07062628269070861
has not,-0.07062744957115413
", ja",-0.07063128190107458
just,-0.07063471774780361
y te,-0.07063533208759419
t wa,-0.07063947482384726
e sp,-0.070671375673447
fcv,-0.07068287660254798
greatly,-0.07071663975176073
 mont,-0.07072646172400163
sept,-0.07076927629388612
ley,-0.07077269394869314
? i,-0.07077963604456335
rsi,-0.0707804418891672
mes ,-0.07079098866510809
glo,-0.0707930289249901
 red,-0.07079318310252256
gas at,-0.07080689798938454
lord,-0.07080971596099392
scu,-0.07081640130472212
g u,-0.07083761691728824
00 / ,-0.07083922876701676
00 /,-0.07083922876701676
villarreal,-0.07087131917784921
 sure,-0.07087402392952986
pply ,-0.07087530361037465
ing u,-0.07087970718501133
faci,-0.07088122206907158
lp ,-0.07088511826536889
go t,-0.07088992082849903
services and,-0.07090055580392127
ith ,-0.07092361429938149
march 30,-0.07093225904734198
east texas,-0.07093812428984794
ndiv,-0.07095817607463252
andl,-0.0709622652000102
n f,-0.07096947366599599
to th,-0.0709703006081807
 util,-0.07097392586140808
agenda,-0.07099069766459021
we w,-0.07099981131666629
ks . ,-0.07101841070076761
s fro,-0.07101926208362232
 faci,-0.07104824243421742
713 646,-0.07106302785918173
 marc,-0.07108710555481702
out ,-0.0710989315795915
meter is,-0.07110391319779424
arthur,-0.07110810987878154
ndivi,-0.07111533868076358
indiv,-0.07111533868076358
ucts,-0.07113264167276195
spoke with,-0.0711366033128308
en y,-0.07114041459369036
 to h,-0.07114944107453326
pons,-0.07117465693056382
f an,-0.07122028035655138
dema,-0.07123242785926877
535,-0.07124269887822322
 pers,-0.07124631580668207
ked,-0.07126951803861314
at cdnow,-0.07128921267168836
" , ja",-0.07129025568241976
runs,-0.071312281121823
this problem,-0.07131499244720145
erno,-0.07132822596268867
ist ,-0.0713286199886249
eb si,-0.07133655610844462
ley ,-0.07133947730424646
 expe,-0.07134261949592342
i com,-0.07136165077257595
spot market,-0.07137205750621824
prevented,-0.07137205750621824
pool,-0.07139683908749782
 out,-0.07142166685881311
rty,-0.07142950611444181
porte,-0.07143589303222729
e ha,-0.07144580206955242
july 25,-0.07147043203859017
sub,-0.07150300298503255
rdi,-0.07151620135310037
rdin,-0.07151753066737543
periods,-0.07155391165940313
istra,-0.07156579250105188
enrononline com,-0.07160562765003482
chr,-0.07161444884648147
d ac,-0.07162340420699063
applied,-0.07162408896145213
iod,-0.0716279904590998
 ten,-0.07163329032012891
" "" a",-0.07165732093953973
m sure,-0.07165961567720601
provision,-0.07168071659409471
 giv,-0.07168484421058234
edison,-0.07168988543948489
sabrae,-0.07170172554696916
available in,-0.07170175821084884
sen,-0.07170489515344533
begins,-0.0717068827332086
0 d,-0.07171467217060354
713 853,-0.0717189849255849
the last,-0.07172301557983206
eps,-0.07173623258544262
keeps,-0.07174911222453238
greatly appreciated,-0.07175503937682395
imag,-0.07176680581561816
cc,-0.07177192829024942
head,-0.07177538349532174
tues,-0.07178514035518203
solely for,-0.07178808658284125
 vie,-0.07179097148713265
s /,-0.0718295577949446
idu,-0.07183202402739174
vel ,-0.07183898807808457
enron net,-0.07184633190362462
february,-0.07184958143244215
deal in,-0.07187238548505034
ol ,-0.07189936700558518
l at ,-0.07190578314697323
s / ,-0.07190593662595182
ded,-0.07190708132925396
improvements,-0.07191129196284214
elp ,-0.0719124998200288
hould,-0.07191485266910823
shoul,-0.07191485266910823
 je,-0.07192206262146106
good for,-0.07193902719780489
w .,-0.07194453509321805
scheduling,-0.0719720856966565
to thank,-0.07199471327156727
miss,-0.07199965564578206
cuss,-0.07201221492432164
 tues,-0.07202091025491963
dua,-0.07211274959784776
 vo,-0.07212457390677783
please add,-0.07213355656852907
help ,-0.07213850188593586
entity,-0.07214184499653845
agre,-0.07214360888263738
trading and,-0.07216268179315052
fyi,-0.07218977123359686
sent friday,-0.07219587266790566
agree,-0.07219818769013654
inco,-0.07219923956603241
pping,-0.07220524745042053
tob,-0.0722112480500599
a dea,-0.07221358529273449
lumes,-0.07222016911289449
current month,-0.07224142800279461
nicely,-0.07227130069416711
tsp,-0.0722747196872603
websites,-0.07227681060582776
does this,-0.07228045854847344
sap,-0.07229441284151292
game,-0.0723104199877012
re i,-0.07232696402942088
rpar,-0.07236107639040677
dule,-0.0723887355266627
to next,-0.07238996865968363
 ? i,-0.07239715945244689
perio,-0.07240490106278163
1 / 2,-0.07241682118532498
out o,-0.07241712496867192
to enron,-0.07241819125720896
restricted,-0.07243330965615097
rpart,-0.07246820824072563
erpar,-0.07246820824072563
terpa,-0.07246820824072563
se s,-0.07248096394157019
anner,-0.07249027728645951
bow,-0.0724905250453396
you again,-0.07249325438499458
uesda,-0.07250303415604976
tuesd,-0.07250303415604976
uesd,-0.07250303415604976
the nom,-0.07252469681593729
viewing,-0.07256986063408753
consumer,-0.07257006094280184
way if,-0.07260942329013745
mail me,-0.07260976684646635
ider ,-0.07261475577455098
stri,-0.0726168372157681
/ 01,-0.0726505006991833
/ 01 ,-0.0726505006991833
 / 01,-0.0726505006991833
the box,-0.07266939837178563
 ton,-0.07274421619289138
0 day,-0.07276549568338059
we have,-0.07278179291734592
s op,-0.07279429845805487
: 1,-0.0728205499298367
message id,-0.07285886025807765
membership,-0.0728591791925827
ify ,-0.07286408995751954
receive,-0.07286568768754823
sign up,-0.07287115970925107
x 3,-0.07288614665493914
cembe,-0.07288808579277667
cemb,-0.07288808579277667
decem,-0.07288808579277667
ecemb,-0.07288808579277667
ecem,-0.07288808579277667
l #,-0.07289084336117112
thursday march,-0.07290840409247859
vacation,-0.07290984352927725
risk ,-0.07294224256902389
blue,-0.07294432692267419
sent out,-0.0729447701537241
posted,-0.07294749768616791
 bee,-0.07297243773715692
ked ,-0.0729874900202152
exciting,-0.07299402269074654
se th,-0.07299470842344485
houl,-0.07300546985911956
game,-0.07300919206622271
the loop,-0.07302210783413744
pray,-0.07302748815438137
the transition,-0.07302983288870346
reflects,-0.07304469636308318
balance,-0.07304519315148027
med ,-0.07310325936030083
 thos,-0.07315824252346143
cing,-0.07318024411700445
quit,-0.0731947396505957
at ,-0.07320695646771495
grand,-0.07322640196785823
 up a,-0.07326623423243982
ardin,-0.07329828186555289
box under,-0.07330855889486625
been,-0.0733122093949512
 ple,-0.07331771689665098
he is,-0.0733441107443372
 . a,-0.07334657008144768
been ,-0.07334716183001182
imbal,-0.0733532211615856
mary ,-0.07335854394690679
get some,-0.07336476723276111
o p,-0.07337045945562183
how about,-0.07337780385434552
tev,-0.07340346043578344
 zer,-0.07340577592452754
but is,-0.07341458417416087
zero ,-0.07344897565086285
r ju,-0.07345726828107679
espo,-0.07346842946075437
will report,-0.0734707557854595
oss,-0.07349794386626148
02 ,-0.0735210424357966
ham,-0.07352138741067833
 appr,-0.07352669004197265
ange,-0.07353470142359042
vac,-0.0735373377844763
 imba,-0.07358681298539652
filed,-0.07359517096592974
have,-0.07359722742451004
3 000,-0.07360032471643728
locat,-0.07360657467085172
gy ,-0.07363572656319092
1960,-0.07363572794918061
s - -,-0.07363606890283976
le fo,-0.07364751123656148
ou kn,-0.07365263461701832
ferc,-0.07366608895318094
 zero,-0.07366968048514665
teve,-0.07367578104175773
iveri,-0.07367750131867272
ces,-0.07369192550806564
right on,-0.07371348117312591
a specific,-0.07371408549590207
nner,-0.07372188395001966
energ,-0.07374396501050713
ject ,-0.07375596001300329
 . fo,-0.07378687035479903
free access,-0.07380239594319501
with ,-0.07381299648253983
roup,-0.07381352090773374
paid,-0.07383039028123328
a pa,-0.07384220935442962
ueste,-0.07384485091204429
the methanol,-0.07384818750371173
uals,-0.07384903568354882
ka ,-0.07386998625568036
smith,-0.07388441207859359
paul,-0.07388849768721184
 game,-0.07390575422436234
enjoy,-0.07394172631802934
as c,-0.07394725862815368
005,-0.07395215379061391
group,-0.07395934649025641
 tom ,-0.07402889738191663
your free,-0.07403633449933977
 peri,-0.07404731983192056
iday ,-0.07409509261233323
mbal,-0.07410275688853252
can still,-0.07410536934734788
i to,-0.07411272748284811
 is t,-0.07412081873688313
harassment,-0.07412321142334595
l # ,-0.07413198770262328
nne,-0.07414604776759344
acke,-0.07418891045464385
pply,-0.0742233152822068
reporting,-0.07422827125816288
memorial,-0.07423331605973472
call 1,-0.07425101465892482
to registration,-0.07427429624568144
kets,-0.07428019153286795
 well,-0.07428368470594032
rate design,-0.07428431973129258
interconnects,-0.07429301961479566
are getting,-0.07429308052885836
methanol plant,-0.07429856982921361
mid,-0.07431515659193887
 kn,-0.07431619709247687
phenomenal,-0.07432069149365034
am t,-0.0743699836559444
out here,-0.07438779064447368
zero,-0.07439107204406614
trav,-0.07439277419223472
ps,-0.07439325519592718
ythi,-0.07441578104554478
 have,-0.07442892883135367
eeme,-0.07443250603584377
version of,-0.07443527478725488
uals ,-0.07444329268150719
on each,-0.07444447514454369
eque,-0.07444581347251295
oint,-0.07446324477543603
activity and,-0.07447383660574801
listen to,-0.0744769339899147
actuals,-0.07448377582056094
network,-0.07450329983342942
oup ,-0.07450667699780748
you a,-0.0745084767765544
 july,-0.07455045449107894
july,-0.07455045449107894
flexible,-0.07455480846468313
rders,-0.0745650632653583
the court,-0.07457594059145178
l . c,-0.07459161706154459
bankruptcy,-0.07460842608099796
reports,-0.07461244466169192
for security,-0.07462213897287334
or s,-0.07462354631024828
eiv,-0.07462397531402443
move and,-0.07462537106637503
tuesday august,-0.07463332449418927
ming ,-0.07464557302776564
july ,-0.07465668329343954
putting,-0.07466089901673416
ythin,-0.07466172166077722
the agreement,-0.07467123810226821
on your,-0.0746729158369294
as fo,-0.07467650830198463
 been,-0.07467854027881479
it s,-0.07468434991310158
a friend,-0.07468659707748303
tee time,-0.07469201401293855
tx ,-0.07469726931754857
orrec,-0.0747078158302669
uld,-0.07471326625463137
ucts ,-0.07473087291112586
pad,-0.07474420481747503
drop,-0.0747524341736203
ou a,-0.07476737563623083
valu,-0.07477319302906736
the enrononline,-0.07480334013745654
spons,-0.07482852916825336
ould,-0.0748430432394669
mand ,-0.07485193646162168
nee,-0.07486244027460665
ppr,-0.07486917612372852
som,-0.07486956070316916
e wit,-0.07487505744308803
wrong,-0.07488459502472379
days,-0.07489409600824207
lor,-0.07491703413438008
you yvette,-0.07493641309961328
 swin,-0.07493850004235202
e sch,-0.07496190519933774
 ass,-0.07496367360081314
income,-0.07496973526447277
kets ,-0.07497177578169684
ames,-0.07498987691328192
mbala,-0.07500824313998292
""" i",-0.07500855141526729
he n,-0.07502137802036236
umber,-0.07502455608637049
mers ,-0.07502872799275727
with her,-0.0750557008505863
idua,-0.07506295311666454
vidu,-0.0750629531166646
ividu,-0.0750629531166646
used in,-0.07510462128341203
stima,-0.07511583508820091
uyb,-0.07514338193943762
able to,-0.07514444459822527
hen y,-0.0751471150911934
jackson,-0.07515908326684437
south,-0.07516766225005438
moved,-0.07519729617726123
assignment,-0.07520724866695755
20 000,-0.07521068670162422
value,-0.07524688541996184
the proposed,-0.0752566552689167
tomo,-0.07527581066524348
ng u,-0.07530458062510716
pon ,-0.07531296866976049
21 2001,-0.07531921951842564
modem,-0.07532946953327702
umbe,-0.07533560442921844
 3 - ,-0.07533588080572046
 3 -,-0.07533588080572046
ceiv,-0.07534188973671047
to share,-0.07535707782955492
success,-0.07538405263211759
sset,-0.07539077437108962
nges ,-0.07539167766050123
build,-0.07539599516082873
b si,-0.07544540983360132
a result,-0.07544826705582
earnings,-0.07547364935153651
please pass,-0.07547394448127999
termination,-0.07548064521008227
il .,-0.07548123010798383
alan,-0.07548447564706615
let m,-0.07549117486850196
port ,-0.07551712413997738
valid on,-0.07556097450348823
e fee,-0.07559127448588611
is t,-0.07560987302281491
 equ,-0.07561749898499326
restrictions,-0.07564653337934842
foot,-0.07565081165468296
the husband,-0.07565640739746196
ahead and,-0.07566011935547316
id and,-0.07568476470102786
chief,-0.07568859203259888
manage,-0.07571975373038732
you get,-0.0757330908859604
changes to,-0.07576624097998357
lum,-0.07581916746611829
bachelor,-0.07582368956292264
 poin,-0.07584676908585479
conversation,-0.07585822649637174
despite,-0.07586624173079637
d lik,-0.07588596392572147
for being,-0.07589148703803787
ril ,-0.07591068843993581
u kno,-0.0759179729017853
sheet,-0.07593535423839372
 chan,-0.07593553535062532
cts a,-0.07594816653511406
denver,-0.07594987088996734
hplo,-0.07595057162845033
appr,-0.0759687405737419
to h,-0.07597371194594914
mick walters,-0.0759848681870727
next year,-0.07599399430555889
ax ,-0.07600304251323443
ber 1,-0.07602094232758064
i hav,-0.07603120356202442
ames ,-0.07603327038757038
here you,-0.07604554875272568
 han,-0.07610074245394252
el paso,-0.07616364995361222
paso,-0.07616364995361222
highlighted,-0.07619286092827834
ut t,-0.07622503734532929
r to ,-0.07622535635281096
nua,-0.07625494120666984
nks .,-0.07632474254828488
and you,-0.07634431245301285
thoughts,-0.07634612211924666
 mai,-0.07635024087240867
see if,-0.07637580742504865
replacement,-0.0763830046771347
upon ,-0.07638903190620695
is complete,-0.07639510598406503
the report,-0.07639629703377152
trac,-0.07642792288600009
report was,-0.07644269325506035
ima,-0.07644634957782892
stack manager,-0.07646225476754873
must be,-0.0764631313561095
give me,-0.0764653081153733
 30 ,-0.07646534117285231
riod,-0.07647063393545216
t mo,-0.07647450480115453
a good,-0.07648085671678904
apri,-0.07652710133066436
 : 1,-0.07654103658525423
deal the,-0.07655147802759794
uly,-0.07656910703127369
 rus,-0.07657007997816778
them in,-0.07660026356843593
outage,-0.0766167775202633
tune,-0.07663141921530656
as always,-0.07663631966427178
e cur,-0.0766367893925487
eriod,-0.07668821352231428
giv,-0.07669468757616633
do so,-0.07670679679874876
rding,-0.07673149984190027
the network,-0.07673470013344526
uybac,-0.07674801989648244
buyb,-0.07674801989648244
buyba,-0.07674801989648244
uyba,-0.07674801989648244
 buyb,-0.07674801989648244
to f,-0.07674955508138318
folder,-0.07677192180049437
ovide,-0.07677753158271007
the mtbe,-0.07679211537306452
 @ e,-0.07679308220045025
responses,-0.07680039331465903
 su,-0.0768026072643766
veral,-0.07680561785956959
last night,-0.07681381371467612
at the,-0.07681767120468483
all y,-0.07682909396501524
 view,-0.07684231540103734
umes,-0.07684575633167173
rans,-0.07686411422322688
help desk,-0.07686614520227585
 we ',-0.07686906014942912
the content,-0.07687159278263196
to account,-0.07688513477466566
ager,-0.07688932331486652
julie,-0.07689872873723332
ulie,-0.07689872873723332
ode ,-0.07691665594522713
son ,-0.07693683970196033
o pa,-0.07693890811033742
ddr,-0.07697107318891172
umes ,-0.07697453045521513
pril,-0.07699117269280675
the situation,-0.0770048765996489
here s,-0.07701179395345263
summary,-0.07702141790375723
for gas,-0.07703447344842715
t ) ,-0.07709096911034888
addr,-0.07709407993564303
back ,-0.07710147031597402
 it .,-0.07713574515895018
 clas,-0.07714177016241029
please e,-0.07714531615433048
uly ,-0.07715287901374146
to check,-0.07716600302720415
xperi,-0.07717189864999734
y e,-0.07719411039665144
can find,-0.07719586751467045
txu,-0.07719789512573473
ext ,-0.07720975353042309
sca,-0.07722152646264001
now ,-0.0772260495024431
kingwood,-0.07722800703579845
on o,-0.07723908750393751
the restricted,-0.07724340428292856
brenda,-0.077244333294798
t va,-0.07726615412610978
contact with,-0.07727965178944536
 aug,-0.07728109774894087
view a,-0.07730217211397468
sender,-0.07730364680119982
previous,-0.0773147705420542
hope ,-0.07732034664574933
ning,-0.07732526702851147
t mi,-0.0773380151837362
 addr,-0.07734216854493078
the school,-0.07735024992433971
h ma,-0.07735925220946918
t v,-0.07737451595104225
y 2,-0.07737625525499649
yees,-0.07739863397221848
nd g,-0.07742557224244713
uli,-0.0774256922224833
abo,-0.07742964731819896
new ,-0.07743281081146462
f en,-0.0774476217039882
 due,-0.07746334201174346
ometh,-0.07746610320678875
and r,-0.07747285437225752
cec,-0.07748698269846609
cec pec,-0.07748698269846609
gcs,-0.07748698269846609
gcs cec,-0.07748698269846609
pril ,-0.07749280857485671
april,-0.07749280857485671
pra,-0.07751427002371238
cust,-0.07752262285934979
n an,-0.07753006751131712
 sup,-0.07753418954769943
zon,-0.07753511211516154
and risk,-0.07754169012466965
salary,-0.07758299932396141
ity t,-0.07759754759078474
to tell,-0.07759948955278187
txu ,-0.07760193143188797
oyees,-0.07760417093601511
the base,-0.07760704274664013
bring the,-0.07763100063364978
the big,-0.07764417349698326
court,-0.07767739245032253
n wil,-0.07771039821011423
 am ,-0.07771563109673925
omor,-0.07774296729896475
scott mills,-0.07780951643885922
month is,-0.07784082790810767
ll y,-0.07785877987907638
y b,-0.07787474456958081
clas,-0.07787641426292836
delta air,-0.077884053861147
air lines,-0.077884053861147
ethin,-0.07789108085419187
repo,-0.07789268569848813
n ma,-0.07789962523922757
efle,-0.07789974718424585
l ad,-0.07792146578011534
future offers,-0.0779215391753203
like to,-0.07793500260470076
spreadsheets,-0.07796755286164186
. > >,-0.0779684545318521
 sche,-0.0780070502988237
ker ,-0.07800844491368868
questions please,-0.07801445315616204
liver,-0.07803820180753489
", 2",-0.07805546231272804
forward to,-0.07806498896875132
free to,-0.07807782390006549
ng t,-0.07811203186784835
eb ,-0.07812863614292603
please join,-0.07813015147829286
poin,-0.07813278403906906
made to,-0.07813700177289491
k w,-0.07814179671087092
alm,-0.07814202192030795
methi,-0.0781804449462234
 apri,-0.0781978236745471
point,-0.07820424694265639
partners if,-0.07826457069469965
shee,-0.07828125531608313
u a,-0.07830191903026479
ve an,-0.07831409175603042
plan to,-0.07832558938813745
l ; ,-0.0783383046788122
l ;,-0.0783383046788122
otes,-0.07834052001037647
regulations,-0.07834179410594254
ips ,-0.07834386466540173
tell,-0.07836153410430358
s g,-0.07836201508599903
try to,-0.07837139824206507
thanks jackie,-0.0783870184921428
lass,-0.07839463528885608
finished,-0.07839707662410401
working with,-0.0784080434048202
00 a,-0.07843230057376639
nar,-0.07844441651425191
karen,-0.07848330907264503
ecei,-0.07848992376404172
 valu,-0.07849956264407108
assume,-0.07851302361869106
 plea,-0.07852218662237478
may,-0.07853701981390691
prohibited,-0.07855301686419075
call,-0.07855807940302782
video,-0.07856399161706698
that she,-0.07856549637198072
thanks mark,-0.07857012581885583
" "" s",-0.07857168865509193
will stay,-0.07860456159786207
rso,-0.07861515277325705
e bo,-0.07863077833156915
forwarded by,-0.07863225123101232
cities,-0.07863257688349809
s wel,-0.07864677677974957
 ka,-0.07866137241889523
we ' ,-0.078663134988152
we ',-0.078663134988152
202,-0.07869042870149486
cpr,-0.07869565427450836
alid ,-0.07871758183049919
er .,-0.07874000817920704
announced,-0.07874836739257336
recei,-0.07877434201804055
l add,-0.0787745977521164
honey,-0.07878379946618819
hyperlink,-0.07880244547767846
t k,-0.07881711883268828
be excluded,-0.0788377799839681
e att,-0.07885219671615867
orro,-0.07889086798152031
path,-0.07892500820198319
monday thru,-0.07893216525726482
trave,-0.0789487485747198
ower ,-0.07896495484042462
"rt , ",-0.07896806162840404
"rt ,",-0.07896806162840404
tes,-0.07897009253729546
office,-0.07897159214815945
received your,-0.07899496393836515
reservations,-0.07901754000823037
 repo,-0.07903539476332624
2747,-0.07905019098297661
cem,-0.0790540655794071
mond,-0.07907115548714687
jd,-0.07909165554768702
yees ,-0.07912578947247126
 book,-0.07915043648389937
nd en,-0.07922200952330591
ddit,-0.07923849477308836
- a,-0.07926615147368081
s in,-0.07926840331133407
one year,-0.07927494142307807
addit,-0.07930624373772885
to st,-0.07931029730013608
i wi,-0.07932509566121451
spreadsheet,-0.07933336060865394
eceiv,-0.07934493283986657
eex,-0.07934847879888964
code,-0.07939726841248158
lea,-0.07942318830774564
ify,-0.07942631164259827
: 30,-0.07943011464366666
i thought,-0.07943203025777941
to let,-0.07945143275672534
elp,-0.07945525924064843
ss t,-0.07945770245502357
contact,-0.07946740526606794
facilities,-0.0794841963956108
ility,-0.07950931139040876
eliv,-0.0795213424980722
 el,-0.0795264651100951
itie,-0.07955028095268907
software for,-0.07957816580147886
correspond,-0.07957816580147888
elive,-0.07957950602883179
9 01,-0.07958061875294957
bri,-0.07958463130028048
avel,-0.07959936131441595
he s,-0.07961385475892295
deliv,-0.07963781299631391
issi,-0.07963789081533863
rly,-0.07968940578695158
itio,-0.07969680639474602
customers with,-0.07971573089032959
eive,-0.07972834059104117
alid,-0.07977924764081445
evera,-0.07980276509818285
enron is,-0.07985898638924348
nify ,-0.07985952619494749
scotty,-0.07987879344064938
s : ,-0.07990113159906423
valid,-0.07991127539121892
o sh,-0.07993377740170143
aum,-0.07993492791765704
 if,-0.07994515231136885
copy of,-0.07994764220627242
real time,-0.07994877592610078
ng wi,-0.07997628945888104
united airlines,-0.07999259811411434
find this,-0.07999606702130031
 : 30,-0.08004208841089978
: 30 ,-0.08004208841089978
handle,-0.08004321513330014
classic,-0.08005034990914116
elle,-0.08007249923471409
message and,-0.08007686534275398
swi,-0.08010439038114701
ersi,-0.08012074345743442
consider,-0.08019540816052881
 tx ,-0.08021915309007265
index,-0.08022980279750434
c - ,-0.08023133219590088
representing,-0.08023145663807382
preparation for,-0.08025739104352178
